dataset,dialogue_id,utterance_idx,speaker,split,utterance,gpt-4o_intention,donation_amount,donation_made
P4G,20180827-004200_630_live,15,EE,train,I wish I could help all the children in the world.,Expressing a broader wish to help.,0.3,1
P4G,20180827-004200_630_live,16,ER,train,I would like to personally thank you for that.,Expressing gratitude for the donor's contributions.,0.3,1
P4G,20180827-004200_630_live,17,ER,train,It is very thoughtful to donate to causes that benefit disadvantaged children.,Commending the donor's thoughtfulness.,0.3,1
P4G,20180827-004200_630_live,18,ER,train,Your donation means a lot to that child in India,Reiterating the importance of the donor's contributions.,0.3,1
P4G,20180827-004200_630_live,19,EE,train,It is the least I can do for him.,Minimizing their own contributions.,0.3,1
P4G,20180827-004200_630_live,20,EE,train,"Most people take for granted what they have in their lives, while there are so many thousands who do not even have the basic necessities.",Reflecting on societal disparities.,0.3,1
P4G,20180827-004200_630_live,21,EE,train,Imagine not have clean water to drink.,Highlighting a basic necessity that is often taken for granted.,0.3,1
P4G,20180827-004200_630_live,22,ER,train,I cannot even begin to imagine that and clean water should be a basic right to every child on this planet.,Agreeing and emphasizing the importance of clean water.,0.3,1
P4G,20180827-004200_630_live,23,EE,train,I agree.,Agreeing with the previous statement.,0.3,1
P4G,20180827-004200_630_live,24,EE,train,There is so much wasted in the world.,Commenting on global wastefulness.,0.3,1
P4G,20180827-004200_630_live,25,EE,train,I know it is possible for everyone to have enough food and water.,Expressing belief in the possibility of global sufficiency.,0.3,1
P4G,20180827-004200_630_live,26,EE,train,If only the governments and politicians of the world would stop fighting and actually work toward that goal.,Criticizing political inaction and conflict.,0.3,1
P4G,20180827-004200_630_live,27,ER,train,Yes I agree.,Agreeing with the criticism.,0.3,1
P4G,20180827-021816_456_live,0,ER,train,"Hello, are you familiar with the charity: Save the Children?",Initiate conversation and introduce the topic of the charity Save the Children,50.0,1
P4G,20180827-021816_456_live,1,EE,train,Some what I familiar with charity.,Express partial familiarity with the charity,50.0,1
P4G,20180827-021816_456_live,2,EE,train,What about you?,Inquire about the other person's familiarity with the charity,50.0,1
P4G,20180827-021816_456_live,3,ER,train,"I am, Save the Children is a wonderful, greatly needed charity.",Express positive opinion about the charity,50.0,1
P4G,20180827-021816_456_live,4,ER,train,"Donations to this charity are essential to ensure at-risk children receive health care, education, safety and much more.",Explain the importance of donations to the charity,50.0,1
P4G,20180827-021816_456_live,5,EE,train,So nice job.,Compliment the charity's work,50.0,1
P4G,20180827-021816_456_live,6,EE,train,I also like to save the children.,Express personal support for the cause,50.0,1
P4G,20180827-021816_456_live,7,ER,train,That is wonderful!,Express approval of the other person's support,50.0,1
P4G,20180827-021816_456_live,8,ER,train,"I just wanted to make you aware that you have the opportunity to donate a portion, or all of your payment from this task to Save the Children.",Inform about the opportunity to donate part or all of the payment from the task to the charity,50.0,1
P4G,20180827-021816_456_live,9,ER,train,This donation will aid in giving at-risk children a chance for hope.,Explain the impact of the donation,50.0,1
P4G,20180827-021816_456_live,10,EE,train,Yes I also like to donate to the children without parents and relatives.,Express willingness to donate to children without parents and relatives,50.0,1
P4G,20180827-021816_456_live,11,ER,train,Wonderful.,Express approval of the other person's willingness to donate,50.0,1
P4G,20180827-021816_456_live,12,ER,train,I'm glad to know you agree with Save the Children's values.,Express agreement with the charity's values,50.0,1
P4G,20180827-021816_456_live,13,ER,train,Before I ask you for the amount you'd like to donate I want to give you a bit more info about the charity and answer any questions you might have.,Inform about providing more information and answering questions before asking for a donation amount,50.0,1
P4G,20180827-021816_456_live,14,ER,train,Save the Children has received top ratings for achieving incredible results for children.,Provide information about the charity's top ratings and results,50.0,1
P4G,20180827-021816_456_live,15,ER,train,Save the Children does what it promises.,Reiterate the charity's reliability,50.0,1
P4G,20180827-021816_456_live,16,EE,train,I like to donate.,Express willingness to donate,50.0,1
P4G,20180827-021816_456_live,17,EE,train,But I don't have money to donate.,Express concern about not having money to donate,50.0,1
P4G,20180827-021816_456_live,18,ER,train,You would choose an amount from the money you make completing this task.,Clarify that the donation can come from the money earned from the task,50.0,1
P4G,20180827-024612_480_live,0,ER,train,hello how are you,Initiate conversation,0.0,0
P4G,20180827-024612_480_live,1,EE,train,I'm alright and you?,Respond to greeting and inquire about ER's well-being,0.0,0
P4G,20180827-024612_480_live,2,ER,train,"I thank you very much, with what you know about save the children",Express gratitude and introduce topic of Save the Children,0.0,0
P4G,20180827-024612_480_live,3,EE,train,I don't know much about that charity all all.,Express lack of knowledge about the charity,0.0,0
P4G,20180827-024612_480_live,4,ER,train,you've donated something to the kids lately,Inquire about EE's recent donations to children,0.0,0
P4G,20180827-024612_480_live,5,EE,train,I have not made a donation recently.,State that no recent donations have been made,0.0,0
P4G,20180827-024612_480_live,6,ER,train,"The Save the Children Fund, commonly known as Save the Children, is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.",Provide information about Save the Children,0.0,0
P4G,20180827-024612_480_live,7,EE,train,That sounds like a decent organization.,Acknowledge the information and express a positive opinion,0.0,0
P4G,20180827-024612_480_live,8,ER,train,"the month that passed a full gift of 2 large clothes bags for these children, is a great pleasure when it helps",Share personal experience of donating to the charity,0.0,0
P4G,20180827-032811_159_live,0,ER,train,"I think it would be good to donate your payment to Save the Children, it could help alot of kids out",Suggesting a charitable action,25.0,1
P4G,20180827-032811_159_live,1,EE,train,yes i will.,Agreeing to the suggestion,25.0,1
P4G,20180827-032811_159_live,2,ER,train,That's very good since they do so much for children.,Affirming the value of the action,25.0,1
P4G,20180827-032811_159_live,3,EE,train,"Sure, Do you like donations?",Inquiring about the other person's interest in donations,25.0,1
P4G,20180827-032811_159_live,4,ER,train,Yes I think donating to charity is a very honorable thing to do.,Expressing personal belief in the value of donations,25.0,1
P4G,20180827-032811_159_live,5,EE,train,"Definitely, Are you interested in such things?",Seeking further confirmation of the other person's interest,25.0,1
P4G,20180827-032811_159_live,6,ER,train,Yes I donate to charity every month through my paychecks.,Sharing personal habit of donating,25.0,1
P4G,20180827-032811_159_live,7,EE,train,Oh!,Expressing surprise,25.0,1
P4G,20180827-032811_159_live,8,EE,train,this is so good.,Expressing approval,25.0,1
P4G,20180827-032811_159_live,9,ER,train,Are you aware of what save te children does?,Checking the other person's awareness about the charity,25.0,1
P4G,20180827-032811_159_live,10,EE,train,I know a little bit.,Admitting limited knowledge,25.0,1
P4G,20180827-032811_159_live,11,EE,train,But do not fully know.,Clarifying the extent of knowledge,25.0,1
P4G,20180827-032811_159_live,12,ER,train,They give money to help children in other countries and get them away from viloence.,Providing information about the charity's activities,25.0,1
P4G,20180827-032811_159_live,13,EE,train,Oh!,Expressing surprise,25.0,1
P4G,20180827-032811_159_live,14,EE,train,this is nice.,Expressing approval,25.0,1
P4G,20180827-034056_964_live,0,ER,train,hi.,Greeting,0.0,0
P4G,20180827-034056_964_live,1,ER,train,Dpo you about Save the Children organizatio,Initiate conversation about Save the Children organization,0.0,0
P4G,20180827-034056_964_live,2,EE,train,Do I what with save the children,Seek clarification,0.0,0
P4G,20180827-034056_964_live,3,ER,train,save the children organization takes cares of children around the world,Provide information about Save the Children organization,0.0,0
P4G,20180827-034056_964_live,4,EE,train,OK yes I am aware of this organization,Acknowledge awareness,0.0,0
P4G,20180827-034056_964_live,5,ER,train,Its very important what they do.,Express importance of the organization's work,0.0,0
P4G,20180827-034056_964_live,6,ER,train,Do oyu agree?,Seek agreement,0.0,0
P4G,20180827-034056_964_live,7,EE,train,NO I do not agree.,Express disagreement,0.0,0
P4G,20180827-034056_964_live,8,EE,train,I think it is a good organization.,Express positive opinion about the organization,0.0,0
P4G,20180827-034056_964_live,9,EE,train,however there are lots of kids in my ocuntry that need help first,Express concern for local children,0.0,0
P4G,20180827-034056_964_live,10,ER,train,Where do you live and what are you doing to help the children?,Inquire about EE's location and actions to help children,0.0,0
P4G,20180827-034056_964_live,11,EE,train,I live in the US and volunteer all of the time for childrens charities.,Provide information about location and volunteer work,0.0,0
P4G,20180827-034056_964_live,12,EE,train,I also ive to bakc to school drives and food pantries,Provide additional information about charitable activities,0.0,0
P4G,20180827-034056_964_live,13,ER,train,Thats very kind of you.,Express appreciation,0.0,0
P4G,20180827-034056_964_live,14,ER,train,There are many kids that still needs help in other parts of the world,Highlight the need for help in other parts of the world,0.0,0
P4G,20180827-034916_910_live,0,ER,train,Hi there!,Greeting the other person,0.3,1
P4G,20180827-034916_910_live,1,ER,train,How are you today?,Inquiring about the other person's well-being,0.3,1
P4G,20180827-034916_910_live,2,EE,train,I am fine how are you?,Responding to the greeting and inquiring back,0.3,1
P4G,20180827-034916_910_live,3,ER,train,I am doing really great.,Responding positively to the inquiry,0.3,1
P4G,20180827-034916_910_live,4,ER,train,What are your plans for the day?,Asking about the other person's plans for the day,0.3,1
P4G,20180827-034916_910_live,5,EE,train,well I have to go to work in a little while here how about you?,Sharing their plans and asking about the other person's plans,0.3,1
P4G,20180827-034916_910_live,6,ER,train,"Ah, yes.",Acknowledging the response,0.3,1
P4G,20180827-034916_910_live,7,ER,train,Same here.,Sharing similar plans,0.3,1
P4G,20180827-034916_910_live,8,ER,train,That is why I am up so early.,Explaining why they are up early,0.3,1
P4G,20180827-034916_910_live,9,ER,train,"I have to go into the office, do you as well, or can you work from home?",Inquiring about the other person's work setting,0.3,1
P4G,20180827-034916_910_live,10,EE,train,"I  work in an office setting as well, I guess we are to talk about childrens charity's.",Sharing their work setting and introducing the topic of children's charities,0.3,1
P4G,20180827-034916_910_live,11,EE,train,Do you donate to any on a regular base?,Inquiring about the other person's donation habits,0.3,1
P4G,20180827-034916_910_live,12,ER,train,I was just getting ready to ask you if you would be willing to donate some of today's payment to Save the Children.,Proposing a donation to Save the Children,0.3,1
P4G,20180827-034916_910_live,13,ER,train,Even a little would help.,Encouraging the donation by stating that any amount helps,0.3,1
P4G,20180827-034916_910_live,14,ER,train,How much would you be able to spare?,Asking how much the other person can donate,0.3,1
P4G,20180827-034916_910_live,15,EE,train,"I usually like to donate to more local charities, this way it seems safer to actually go where it is needed and it is for poor homeless kids around my own area",Explaining their preference for donating to local charities,0.3,1
P4G,20180827-034916_910_live,16,ER,train,Well this is a great one.,Endorsing Save the Children as a great charity,0.3,1
P4G,20180827-034916_910_live,17,ER,train,They are helping everywhere.,Highlighting the charity's widespread impact,0.3,1
P4G,20180827-034916_910_live,18,ER,train,"You can offer even the smalles amount from today's pay, like $0.05.",Suggesting a small donation amount,0.3,1
P4G,20180827-034916_910_live,19,ER,train,Can You help?,Asking for confirmation of help,0.3,1
P4G,20180827-034916_910_live,20,EE,train,I could maybe help can you tell me more about it where is it based out of and how much will actually be used for the cause?,Expressing willingness to help and requesting more information,0.3,1
P4G,20180827-034916_910_live,21,ER,train,STC is based out of CT.,Providing the charity's location,0.3,1
P4G,20180827-035202_980_live,0,ER,train,Hello.,Greeting the other person,0.0,0
P4G,20180827-035202_980_live,1,ER,train,Have you ever heard of the organization Save the Children?,Introducing the topic of Save the Children,0.0,0
P4G,20180827-035202_980_live,2,EE,train,I haven't,Responding to the question and indicating lack of prior knowledge,0.0,0
P4G,20180827-035202_980_live,3,ER,train,They are an amazing organization with a national and an international presence.,Providing information about the organization,0.0,0
P4G,20180827-035202_980_live,4,ER,train,Would you like to know more about what they do?,Offering to provide more information,0.0,0
P4G,20180827-035202_980_live,5,EE,train,I think I'm okay.,Declining the offer for more information,0.0,0
P4G,20180827-035202_980_live,6,EE,train,No need to share more information,Reinforcing the decision to not receive more information,0.0,0
P4G,20180827-035202_980_live,7,ER,train,I understand and I do not want to take up too much of your time.,Expressing understanding and respect for the other person's time,0.0,0
P4G,20180827-035202_980_live,8,ER,train,But please know that this organization ehlps children on every continent but Antartica.,Providing additional information about the organization's reach,0.0,0
P4G,20180827-035202_980_live,9,EE,train,Why not Antartica?,Asking a follow-up question out of curiosity,0.0,0
P4G,20180827-035202_980_live,10,ER,train,There just isn't the population to warrant it.,Explaining why the organization does not operate in Antarctica,0.0,0
P4G,20180827-035202_980_live,11,ER,train,The climate is not sustainable for human life and children do not reside there.,Providing further explanation about the climate and population,0.0,0
P4G,20180827-035202_980_live,12,ER,train,"But in the other countries they provide emergency response, global advocacy,  literacy, and health education.",Listing the types of services the organization provides,0.0,0
P4G,20180827-035202_980_live,13,EE,train,Well that's disappointing.,Expressing disappointment,0.0,0
P4G,20180827-035202_980_live,14,EE,train,What country receives the most aid?,Asking for more specific information about aid distribution,0.0,0
P4G,20180827-035202_980_live,15,ER,train,It is spread out by need but rest assured that their charity ranges from Kentucky all the way to Kenya.,Explaining how aid is distributed based on need,0.0,0
P4G,20180827-035202_980_live,16,ER,train,"Also, 86% of all expenditures go to program services so everyone that donates knows that their money is being used for a good cause rather than misappropriated.",Providing information about the efficiency of the charity's expenditures,0.0,0
P4G,20180827-035202_980_live,17,EE,train,Okay sounds interesting.,Expressing interest in the information provided,0.0,0
P4G,20180827-035202_980_live,18,EE,train,How do people donate to the charity?,Inquiring about how to donate,0.0,0
P4G,20180827-035202_980_live,19,ER,train,You can visit their website or I can assist you with donating today.,Providing options for how to donate,0.0,0
P4G,20180827-035202_980_live,20,ER,train,Can I ask if you have ever donated to a charity before?,Asking about the other person's past donation history,0.0,0
P4G,20180827-041027_973_live,0,ER,valid,hi how are you,Greeting and initiating conversation,0.0,0
P4G,20180827-041027_973_live,1,EE,valid,"I'm well, thanks",Responding to greeting,0.0,0
P4G,20180827-041027_973_live,2,ER,valid,do you know what is the save the children,Inquiring about the other person's knowledge of a specific organization,0.0,0
P4G,20180827-041027_973_live,3,EE,valid,I've heard of it.,Indicating some familiarity with the organization,0.0,0
P4G,20180827-041027_973_live,4,EE,valid,"It's a charity, right?",Seeking confirmation about the nature of the organization,0.0,0
P4G,20180827-041027_973_live,5,EE,valid,What do they do?,Requesting more information about the organization's activities,0.0,0
P4G,20180827-041027_973_live,6,ER,valid,yes it is a organization do you know more info,Confirming the nature of the organization and probing for more information,0.0,0
P4G,20180827-041027_973_live,7,EE,valid,"I'd like more information, yes.",Expressing interest in learning more,0.0,0
P4G,20180827-041027_973_live,8,ER,valid,"The Save the Children Fund, commonly known as Save the Children, is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.",Providing detailed information about the organization,0.0,0
P4G,20180827-041027_973_live,9,EE,valid,That's nice.,Acknowledging the information,0.0,0
P4G,20180827-041027_973_live,10,EE,valid,What kind of things do they help with?,Requesting specific details about the organization's activities,0.0,0
P4G,20180827-041027_973_live,11,ER,valid,yes do you donate money for this kids,Inquiring about the other person's willingness to donate,0.0,0
P4G,20180827-041027_973_live,12,EE,valid,I could probably donate a small amount.,Expressing a conditional willingness to donate,0.0,0
P4G,20180827-041027_973_live,13,EE,valid,"I'm kinda broke at the moment, though.",Explaining a current financial limitation,0.0,0
P4G,20180827-041027_973_live,14,ER,valid,to help some of the kids is the biggest satisfaction you took in life,Expressing a personal value or belief about helping children,0.0,0
P4G,20180827-050740_909_live,0,ER,train,Hi!,Greeting,0.0,0
P4G,20180827-050740_909_live,1,ER,train,How are you today?,Inquiring about well-being,0.0,0
P4G,20180827-050740_909_live,2,EE,train,Feeling great.,Responding to inquiry,0.0,0
P4G,20180827-050740_909_live,3,EE,train,Just got back from the gym,Providing additional information,0.0,0
P4G,20180827-050740_909_live,4,ER,train,nice!,Expressing approval,0.0,0
P4G,20180827-050740_909_live,5,ER,train,I would like talk to you about a charity today.,Introducing topic of conversation,0.0,0
P4G,20180827-050740_909_live,6,ER,train,Do you donate at all?,Inquiring about donation habits,0.0,0
P4G,20180827-050740_909_live,7,EE,train,I'm pretty poor.,Expressing financial limitations,0.0,0
P4G,20180827-050740_909_live,8,EE,train,If I have money I try to donate to charities that I like.,Clarifying donation habits,0.0,0
P4G,20180827-050740_909_live,9,ER,train,I am in the same boat.,Expressing empathy,0.0,0
P4G,20180827-050740_909_live,10,ER,train,Have you heard of Save the Children?,Inquiring about familiarity with a specific charity,0.0,0
P4G,20180827-050740_909_live,11,EE,train,No.,Expressing lack of knowledge,0.0,0
P4G,20180827-050740_909_live,12,EE,train,I don't believe I have.,Reiterating lack of knowledge,0.0,0
P4G,20180827-050740_909_live,13,ER,train,"It's an organization that raises money for children all over the world in need, such as children from war torn countries like syria",Providing information about the charity,0.0,0
P4G,20180827-050740_909_live,14,EE,train,I would not be interested in a charity that only targets children.,Expressing disinterest,0.0,0
P4G,20180827-050740_909_live,15,ER,train,"See, I believe that the children are our future.",Expressing personal belief,0.0,0
P4G,20180827-050740_909_live,16,ER,train,"If we don't help them now, they won't have the life they deserve.",Justifying the importance of helping children,0.0,0
P4G,20180827-050740_909_live,17,ER,train,One could be the next president or something!,Providing a hypothetical example,0.0,0
P4G,20180827-050740_909_live,18,EE,train,I've lived for 76 years and have only experienced two reasonably good presidents.,Expressing skepticism based on personal experience,0.0,0
P4G,20180827-051440_378_live,0,ER,train,Hello there!,Greeting the other person,0.0,0
P4G,20180827-051440_378_live,1,ER,train,How are you today?,Inquiring about the other person's well-being,0.0,0
P4G,20180827-051440_378_live,2,EE,train,Hi...,Responding to the greeting,0.0,0
P4G,20180827-051440_378_live,3,ER,train,How are you?,Repeating the inquiry about the other person's well-being,0.0,0
P4G,20180827-051440_378_live,4,EE,train,Fine...what about you..?,Responding to the inquiry and reciprocating the question,0.0,0
P4G,20180827-051440_378_live,5,ER,train,Doing well myself.,Responding to the inquiry about their own well-being,0.0,0
P4G,20180827-051440_378_live,6,ER,train,But am upset about something I just learned,Introducing a topic of concern,0.0,0
P4G,20180827-051440_378_live,7,EE,train,Why....What's happen and which think do you get upset...?,Expressing curiosity and asking for more details,0.0,0
P4G,20180827-051440_378_live,8,ER,train,"In the first two months of 2018 alone over 1,000 Syrian children died or were injured due to intensifying violence and war.",Providing specific information about the upsetting topic,0.0,0
P4G,20180827-051440_378_live,9,ER,train,This makes me so anger and sad!,Expressing personal emotions about the topic,0.0,0
P4G,20180827-051440_378_live,10,ER,train,That innocent children are being harmed over something they have no control over!,Elaborating on the reason for their emotions,0.0,0
P4G,20180827-051440_378_live,11,EE,train,Yea...I am also feel bad that incident...,Expressing empathy and shared feelings,0.0,0
P4G,20180827-051440_378_live,12,ER,train,I fell so bad about it also.,Reiterating their own feelings,0.0,0
P4G,20180827-051440_378_live,13,ER,train,That is why I am going to donate a small amount to the Save The Childrten charity.,Introducing their intention to donate to a charity,0.0,0
P4G,20180827-051440_378_live,14,ER,train,Did you know they are actively providing shelter and food to these children in active war zones?,Providing information about the charity's activities,0.0,0
P4G,20180827-051440_378_live,15,ER,train,Its a wonderful charity.,Praising the charity,0.0,0
P4G,20180827-051440_378_live,16,ER,train,And can help these poor children in such a big way.,Emphasizing the impact of the charity,0.0,0
P4G,20180827-051440_378_live,17,ER,train,Would you also like to donate a very small amount?,Encouraging the other person to donate,0.0,0
P4G,20180827-051440_378_live,18,EE,train,Ok ....what kind of charity to provide a donation...?,Inquiring about the type of charity,0.0,0
P4G,20180827-051440_378_live,19,ER,train,Its called Save The Children.,Providing the name of the charity,0.0,0
P4G,20180827-053243_818_live,0,ER,train,Hello!,Greeting the other person,0.0,0
P4G,20180827-053243_818_live,1,EE,train,hi,Responding to the greeting,0.0,0
P4G,20180827-053243_818_live,2,ER,train,"Have you heard of the charity, Save the Children?",Introducing the topic of the charity,0.0,0
P4G,20180827-053243_818_live,3,EE,train,no I have not...what is it about?,Expressing lack of knowledge and asking for more information,0.0,0
P4G,20180827-053243_818_live,4,ER,train,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",Providing information about the charity,0.0,0
P4G,20180827-053243_818_live,5,ER,train,You can refer to Save the Children's website to gather more information if you like to.,Encouraging the other person to seek more information,0.0,0
P4G,20180827-053243_818_live,6,ER,train,URL,Providing a resource (website URL),0.0,0
P4G,20180827-053243_818_live,7,EE,train,ooo ok...thats good that there is a organization put together to help children in other countries,Expressing approval of the charity's mission,0.0,0
P4G,20180827-053243_818_live,8,ER,train,"Yes, it is good.",Agreeing with the other person's sentiment,0.0,0
P4G,20180827-053243_818_live,9,ER,train,But they are really under funded.,Highlighting the charity's need for funds,0.0,0
P4G,20180827-053243_818_live,10,ER,train,Would you be willing to donate to the charity now?,Requesting a donation,0.0,0
P4G,20180827-053243_818_live,11,EE,train,I will have to read up more about the organization before i just give my money up because there is fake charities in the world,Expressing caution and the need for more information before donating,0.0,0
P4G,20180827-053243_818_live,12,ER,train,I understand that.,Showing understanding of the other person's caution,0.0,0
P4G,20180827-053243_818_live,13,ER,train,"Your donation is essential to help ensuring children's rights to health, education, safety, etc.",Emphasizing the importance of the donation,0.0,0
P4G,20180827-053243_818_live,14,ER,train,Your donation will make a tangible impact for the world.,Highlighting the impact of the donation,0.0,0
P4G,20180827-053243_818_live,15,EE,train,Yes i understand that because every sunday i would go to the homeless shelter in my town and help collect clothes for the people that need it.it is something i do once a week because it is the right thing to do..,Sharing personal experience with charity work,0.0,0
P4G,20180827-053243_818_live,16,ER,train,It is the right thing to do.,Agreeing with the sentiment of doing the right thing,0.0,0
P4G,20180827-053243_818_live,17,ER,train,That helps people directly in your community.,Acknowledging the impact of the other person's local charity work,0.0,0
P4G,20180827-053243_818_live,18,ER,train,A lot of these children don't have people like you in their community.,Highlighting the lack of support in other communities,0.0,0
P4G,20180827-053243_818_live,19,ER,train,"There is a lack of support for children in developing countries, especially in war zones.",Emphasizing the need for support in developing countries,0.0,0
P4G,20180827-053243_818_live,20,ER,train,"For instance, millions of Syrian children have grown up facing the daily threat of violence.",Providing a specific example of children in need,0.0,0
P4G,20180827-053243_818_live,21,ER,train,"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",Providing a statistic to emphasize the urgency,0.0,0
P4G,20180827-053243_818_live,22,ER,train,Your small donation can address such problems.,Reiterating the impact of a small donation,0.0,0
P4G,20180827-053243_818_live,23,EE,train,Yes i have read about that and that is said for those children...where are you from?,Expressing empathy and asking a personal question,0.0,0
P4G,20180827-053243_818_live,24,ER,train,I'm in the United States.,Answering the personal question,0.0,0
P4G,20180828-151914_101_live,0,ER,train,"Hello, I would like to talk to you about making a donation to Save the Children",Initiate conversation about making a donation,1.0,1
P4G,20180828-151914_101_live,1,EE,train,"Okay, if you don",Express willingness to listen but starts to express a condition,1.0,1
P4G,20180828-151914_101_live,2,ER,train,"Your donation will help to ensure children's rights to healthcare, education, safety, etc",Provide information about the benefits of the donation,1.0,1
P4G,20180828-151914_101_live,3,EE,train,Does this money that goes for donation stay here in the United States?,Seek clarification on the geographical allocation of the donation,1.0,1
P4G,20180828-151914_101_live,4,ER,train,"No, not all of it will stay in the United states",Clarify that not all donations stay in the United States,1.0,1
P4G,20180828-151914_101_live,5,EE,train,Is there a specific age or race of children that Save the Children are looking to benefit?,Inquire about the specific demographics of children benefiting from the donation,1.0,1
P4G,20180828-151914_101_live,6,ER,train,"No, they don't have any prejudice like that, it's strictly to help children in general who are in need",Clarify that the organization helps all children in need without prejudice,1.0,1
P4G,20180828-151914_101_live,7,EE,train,This allows doctors to go to other countries?,Seek further clarification on the scope of the aid provided,1.0,1
P4G,20180828-151914_101_live,8,EE,train,I am trying to understand how it is decided what child in need gets the help.,Express a desire to understand the decision-making process for aid distribution,1.0,1
P4G,20180828-151914_101_live,9,ER,train,This link will give you all the information you seek  URL,Provide a resource for more detailed information,1.0,1
P4G,20180828-151914_101_live,10,EE,train,Okay I will be sure and research the organization to better understand.,Acknowledge the resource and express intent to research further,1.0,1
P4G,20180828-165639_960_live,0,ER,train,"Hey, how are you?",Initiate conversation and greet,0.0,0
P4G,20180828-165639_960_live,1,EE,train,Fine and you?,Respond to greeting and reciprocate question,0.0,0
P4G,20180828-165639_960_live,2,ER,train,I am well.,Respond to inquiry about well-being,0.0,0
P4G,20180828-165639_960_live,3,EE,train,"Good, so what's up?",Express satisfaction and inquire about the purpose of the conversation,0.0,0
P4G,20180828-165639_960_live,4,ER,train,Have you heard about Save the Children?,Introduce the topic of Save the Children,0.0,0
P4G,20180828-165639_960_live,5,EE,train,"Yea, ive came across it a few times on different internet ads.",Acknowledge familiarity with the organization,0.0,0
P4G,20180828-165639_960_live,6,ER,train,Have you ever donated to them?,Inquire about past donations to the organization,0.0,0
P4G,20180828-165639_960_live,7,EE,train,"No, I haven't",Respond negatively to the inquiry about past donations,0.0,0
P4G,20180828-165639_960_live,8,ER,train,I guess it is a good charity. Would you be interested in donating?,Express opinion about the charity and gauge interest in donating,0.0,0
P4G,20180828-165639_960_live,9,EE,train,"Tell me a little about it, because I heard of it but don't know where the money goes?",Request more information about the charity,0.0,0
P4G,20180829-082113_449_live,0,ER,train,Hey there :) How are you feeling today?,Initiate conversation and inquire about the other person's well-being,0.5,1
P4G,20180829-082113_449_live,1,EE,train,I'm fine how are you.,Respond to greeting and reciprocate the question,0.5,1
P4G,20180829-082113_449_live,2,ER,train,"Not too bad, all things considered",Provide a personal update on well-being,0.5,1
P4G,20180829-082113_449_live,3,EE,train,Thats good to hear.,Acknowledge the response and express positive sentiment,0.5,1
P4G,20180829-082113_449_live,4,EE,train,Where are you from?,Inquire about the other person's location,0.5,1
P4G,20180829-082113_449_live,5,ER,train,U.S. How about you?,Answer the question and reciprocate the inquiry,0.5,1
P4G,20180829-082113_449_live,6,ER,train,Think they matched us with our complete opposites? :P,Introduce a playful comment to lighten the mood,0.5,1
P4G,20180829-082113_449_live,7,EE,train,Same.,Provide a brief response to the location question,0.5,1
P4G,20180829-082113_449_live,8,EE,train,"Maybe, I'm not sure.",Respond to the playful comment with uncertainty,0.5,1
P4G,20180829-082113_449_live,9,ER,train,Haha I am trying to figure out if you're a bot.,Introduce humor and express curiosity about the other person's identity,0.5,1
P4G,20180829-082113_449_live,10,ER,train,"I'm not, if you're wondering :) If you are you're pretty good.",Clarify own identity and compliment the other person if they were a bot,0.5,1
P4G,20180829-082113_449_live,11,ER,train,Congrats!,Express congratulations humorously,0.5,1
P4G,20180829-082113_449_live,12,EE,train,Lol.  I'm not a bot......,Respond with humor and clarify own identity,0.5,1
P4G,20180829-082113_449_live,13,ER,train,"Haha nice, I'll take your word for it for now :)",Express acceptance of the other person's word humorously,0.5,1
P4G,20180829-082113_449_live,14,ER,train,Ok if we talk about some serious stuff?,Seek permission to discuss serious topics,0.5,1
P4G,20180829-082113_449_live,15,EE,train,"Sure, let's do it.",Agree to discuss serious topics,0.5,1
P4G,20180829-082113_449_live,16,EE,train,I'm not sure if I'm donating to you or if you're donating to me.,Express uncertainty about the nature of the interaction,0.5,1
P4G,20180829-082113_449_live,17,ER,train,"Neither of us are donating to each other actually, which is probably a good thing.",Clarify the nature of the interaction and express relief,0.5,1
P4G,20180829-084042_694_live,0,ER,train,hi,Initiate conversation,0.0,0
P4G,20180829-084042_694_live,1,EE,train,how are you today?,Inquire about well-being,0.0,0
P4G,20180829-084042_694_live,2,ER,train,so you gonna donate or what,Request donation,0.0,0
P4G,20180829-084042_694_live,3,EE,train,sure I can donate but what is the game?,Seek clarification about the donation,0.0,0
P4G,20180829-084042_694_live,4,ER,train,you gotta donate your payment,Specify the donation requirement,0.0,0
P4G,20180829-084042_694_live,5,EE,train,"If I donate, what do I get in return?",Inquire about return on donation,0.0,0
P4G,20180829-084042_694_live,6,EE,train,Will you donate the same amount back to me?,Seek confirmation of reciprocal donation,0.0,0
P4G,20180829-084042_694_live,7,ER,train,"No, I don\'t believe that\'s the case.",Clarify non-reciprocal nature of donation,0.0,0
P4G,20180829-084042_694_live,8,ER,train,"However, it\'s for a good cause.",Justify donation as a good cause,0.0,0
P4G,20180829-084042_694_live,9,ER,train,Save the children.,Specify the cause (Save the children),0.0,0
P4G,20180829-084042_694_live,10,ER,train,dont you like children?,Appeal to the listener's empathy for children,0.0,0
P4G,20180829-084042_694_live,11,ER,train,they need your help.,Emphasize the need for help,0.0,0
