dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention,Salary,Position,Weekly holiday,Workplace,Company
ji,969b6a58-1d6e-11e9-a9ea-6c96cfdf0295,0,recruiter,Hello,Initiate conversation,34.0,Designer,3.0,Seoul,Facebook
ji,969b6a58-1d6e-11e9-a9ea-6c96cfdf0295,1,worker,Hello,Respond to greeting,34.0,Designer,3.0,Seoul,Facebook
ji,969b6a58-1d6e-11e9-a9ea-6c96cfdf0295,2,recruiter,I would like to hire you to a be a worker at my company,Express desire to hire the worker,34.0,Designer,3.0,Seoul,Facebook
ji,969b6a58-1d6e-11e9-a9ea-6c96cfdf0295,3,recruiter,We have some openings for designer,Inform about job openings,34.0,Designer,3.0,Seoul,Facebook
ji,969b6a58-1d6e-11e9-a9ea-6c96cfdf0295,4,worker,Seoul and Sydney are my top location choices,Express preference for job location,34.0,Designer,3.0,Seoul,Facebook
ji,969b6a58-1d6e-11e9-a9ea-6c96cfdf0295,5,recruiter,Seoul could work,Confirm possibility of preferred location,34.0,Designer,3.0,Seoul,Facebook
ji,969d49ac-1d6e-11e9-aa25-6c96cfdf0295,0,worker,hello,greet the recruiter,43.0,Manager,4.0,Sydney,Google
ji,969d49ac-1d6e-11e9-aa25-6c96cfdf0295,1,recruiter,hi,acknowledge the greeting,43.0,Manager,4.0,Sydney,Google
ji,96a0fec6-1d6e-11e9-90c4-6c96cfdf0295,0,worker,Hello,Initiate conversation,43.0,Designer,3.0,Beijing,Amazon
ji,96a0fec6-1d6e-11e9-90c4-6c96cfdf0295,1,recruiter,Hi there!,Respond to greeting,43.0,Designer,3.0,Beijing,Amazon
ji,96a0fec6-1d6e-11e9-90c4-6c96cfdf0295,2,worker,Hopefully you can hire me at your company,Express desire to be hired,43.0,Designer,3.0,Beijing,Amazon
ji,96a0fec6-1d6e-11e9-90c4-6c96cfdf0295,3,recruiter,Interested in an engineering positon at amazon or google?,Inquire about job interest,43.0,Designer,3.0,Beijing,Amazon
ji,96a0fec6-1d6e-11e9-90c4-6c96cfdf0295,4,worker,"Engineer at Amazon might work, but my top would be Facebook Design or Amazon Design.",Express preference for specific positions,43.0,Designer,3.0,Beijing,Amazon
ji,96a1dc4c-1d6e-11e9-ba2c-6c96cfdf0295,0,worker,Hi,Initiate conversation,28.0,Engineer,3.0,Sydney,Amazon
ji,96a1dc4c-1d6e-11e9-ba2c-6c96cfdf0295,1,recruiter,hello,Acknowledge and reciprocate greeting,28.0,Engineer,3.0,Sydney,Amazon
ji,96a1dc4c-1d6e-11e9-ba2c-6c96cfdf0295,2,worker,Engineer at google,Provide information about current job position,28.0,Engineer,3.0,Sydney,Amazon
ji,96a30068-1d6e-11e9-8b73-6c96cfdf0295,0,recruiter,hello there we have some good openings at apple,To inform the worker about job openings at Apple,20.0,Manager,2.0,Beijing,Google
ji,96a30068-1d6e-11e9-8b73-6c96cfdf0295,1,worker,I'm looking for a manager position at Google,To express interest in a manager position at Google,20.0,Manager,2.0,Beijing,Google
ji,96a30068-1d6e-11e9-8b73-6c96cfdf0295,2,worker,in Bejiing,To specify the desired location for the job,20.0,Manager,2.0,Beijing,Google
ji,96a30068-1d6e-11e9-8b73-6c96cfdf0295,3,recruiter,slim pickings,To indicate that opportunities are limited,20.0,Manager,2.0,Beijing,Google
ji,96a30068-1d6e-11e9-8b73-6c96cfdf0295,4,worker,Tokyo?,To inquire about job opportunities in Tokyo,20.0,Manager,2.0,Beijing,Google
ji,96a30068-1d6e-11e9-8b73-6c96cfdf0295,5,recruiter,beijing is ok its the manager position at google,To confirm the availability of a manager position at Google in Beijing,20.0,Manager,2.0,Beijing,Google
ji,96a30068-1d6e-11e9-8b73-6c96cfdf0295,6,recruiter,google is not feasible,To state that a position at Google is not feasible,20.0,Manager,2.0,Beijing,Google
ji,96a30068-1d6e-11e9-8b73-6c96cfdf0295,7,recruiter,well here is the best for google,To suggest the best available option for Google,20.0,Manager,2.0,Beijing,Google
ji,96a3f540-1d6e-11e9-bf4c-6c96cfdf0295,0,worker,Hi,Initiate conversation,46.0,Engineer,2.0,Sydney,Google
ji,96a3f540-1d6e-11e9-bf4c-6c96cfdf0295,1,recruiter,hey,Acknowledge greeting,46.0,Engineer,2.0,Sydney,Google
ji,96a3f540-1d6e-11e9-bf4c-6c96cfdf0295,2,worker,"I would like a job, please",Express desire to find a job,46.0,Engineer,2.0,Sydney,Google
ji,96a3f540-1d6e-11e9-bf4c-6c96cfdf0295,3,recruiter,i have a job at google,Inform about a job opportunity at Google,46.0,Engineer,2.0,Sydney,Google
ji,96a3f540-1d6e-11e9-bf4c-6c96cfdf0295,4,worker,"I am good at Design, perhaps for Google or Amazon",Express skills and interest in specific companies,46.0,Engineer,2.0,Sydney,Google
ji,96a3f540-1d6e-11e9-bf4c-6c96cfdf0295,5,recruiter,for engineer or manger,Clarify job role preference,46.0,Engineer,2.0,Sydney,Google
ji,96a4e1f8-1d6e-11e9-b13b-6c96cfdf0295,0,worker,hello,initiate conversation,27.0,Designer,4.0,Beijing,Facebook
ji,96a4e1f8-1d6e-11e9-b13b-6c96cfdf0295,1,recruiter,hi,acknowledge and reciprocate greeting,27.0,Designer,4.0,Beijing,Facebook
ji,96a69f48-1d6e-11e9-ae3b-6c96cfdf0295,0,recruiter,hi,To initiate the conversation,41.0,Designer,2.0,Tokyo,Amazon
ji,96a69f48-1d6e-11e9-ae3b-6c96cfdf0295,1,recruiter,i have a position in amazon for designer,To inform the worker about a job opportunity at Amazon,41.0,Designer,2.0,Tokyo,Amazon
ji,96a78246-1d6e-11e9-b8e4-6c96cfdf0295,0,worker,Hi,Initiate conversation,25.0,Engineer,4.0,Tokyo,Facebook
ji,96a78246-1d6e-11e9-b8e4-6c96cfdf0295,1,recruiter,Hi,Respond to greeting,25.0,Engineer,4.0,Tokyo,Facebook
ji,96a78246-1d6e-11e9-b8e4-6c96cfdf0295,2,worker,I need work,Express need for employment,25.0,Engineer,4.0,Tokyo,Facebook
ji,96a86c92-1d6e-11e9-ac2e-6c96cfdf0295,0,recruiter,hi,Initiate conversation,46.0,Manager,3.0,Beijing,Facebook
ji,96a86c92-1d6e-11e9-ac2e-6c96cfdf0295,1,worker,Hello,Respond to greeting,46.0,Manager,3.0,Beijing,Facebook
ji,96a86c92-1d6e-11e9-ac2e-6c96cfdf0295,2,recruiter,i have jobs in facbook,Inform about job opportunities,46.0,Manager,3.0,Beijing,Facebook
ji,96a95c2e-1d6e-11e9-b225-6c96cfdf0295,0,recruiter,"Hey, how's it going?",Initiate conversation and establish rapport,41.0,Designer,5.0,Sydney,Amazon
ji,96a95c2e-1d6e-11e9-b225-6c96cfdf0295,1,worker,Hello!,Respond to greeting and acknowledge presence,41.0,Designer,5.0,Sydney,Amazon
ji,96a95c2e-1d6e-11e9-b225-6c96cfdf0295,2,recruiter,Would you be interested in working for FaceBook or Apple?,Inquire about worker's interest in job opportunities,41.0,Designer,5.0,Sydney,Amazon
ji,96a95c2e-1d6e-11e9-b225-6c96cfdf0295,3,worker,Facebook - Manager please,Express preference for a specific job position,41.0,Designer,5.0,Sydney,Amazon
ji,96aa3f36-1d6e-11e9-8477-6c96cfdf0295,0,recruiter,hello,greet the worker to initiate conversation,41.0,Manager,4.0,Sydney,Apple
ji,96aa3f36-1d6e-11e9-8477-6c96cfdf0295,1,worker,hi,respond to the greeting to acknowledge the recruiter,41.0,Manager,4.0,Sydney,Apple
ji,96ab1a14-1d6e-11e9-9407-6c96cfdf0295,0,worker,Hello. Are there are good manager positions available?,To inquire about available manager positions,21.0,Manager,6.0,Beijing,Apple
ji,96ab1a14-1d6e-11e9-9407-6c96cfdf0295,1,recruiter,"Hello, the only manager position I have available is at apple",To inform the worker about the available manager position at Apple,21.0,Manager,6.0,Beijing,Apple
ji,96ac24e8-1d6e-11e9-9322-6c96cfdf0295,0,recruiter,hi,To initiate the conversation,45.0,Sales,2.0,Seoul,Google
ji,96ac24e8-1d6e-11e9-9322-6c96cfdf0295,1,recruiter,i have jobs in facbook,To inform the worker about available job opportunities at Facebook,45.0,Sales,2.0,Seoul,Google
ji,96ac24e8-1d6e-11e9-9322-6c96cfdf0295,2,recruiter,in sales,To specify the job field as sales,45.0,Sales,2.0,Seoul,Google
ji,96ac24e8-1d6e-11e9-9322-6c96cfdf0295,3,worker,Can you propose a package,To request a proposed compensation package,45.0,Sales,2.0,Seoul,Google
ji,96adedac-1d6e-11e9-a3a2-6c96cfdf0295,0,worker,I'm willing to work in Beijing. How about positions?  I'm very interested in Amazon.,Expressing willingness to work in Beijing and showing interest in Amazon positions,40.0,Engineer,4.0,Beijing,Amazon
ji,96aef03a-1d6e-11e9-b261-6c96cfdf0295,0,recruiter,Hi,Initiate conversation,42.0,Engineer,5.0,Beijing,Google
ji,96aef03a-1d6e-11e9-b261-6c96cfdf0295,1,worker,Hi,Acknowledge and reciprocate greeting,42.0,Engineer,5.0,Beijing,Google
ji,96aef03a-1d6e-11e9-b261-6c96cfdf0295,2,recruiter,I have some jobs for you,Inform worker about job opportunities,42.0,Engineer,5.0,Beijing,Google
ji,96aef03a-1d6e-11e9-b261-6c96cfdf0295,3,worker,Any manager openings?,Inquire about specific job openings as a manager,42.0,Engineer,5.0,Beijing,Google
ji,96afe314-1d6e-11e9-a968-6c96cfdf0295,0,worker,hello,Initiate conversation,30.0,Sales,3.0,Beijing,Google
ji,96afe314-1d6e-11e9-a968-6c96cfdf0295,1,recruiter,Hello,Respond to greeting,30.0,Sales,3.0,Beijing,Google
ji,96afe314-1d6e-11e9-a968-6c96cfdf0295,2,worker,looking for engineer jobs,Express desire to find engineering jobs,30.0,Sales,3.0,Beijing,Google
ji,96afe314-1d6e-11e9-a968-6c96cfdf0295,3,worker,"google, amazon and facebook work",Specify preferred companies for employment,30.0,Sales,3.0,Beijing,Google
ji,96afe314-1d6e-11e9-a968-6c96cfdf0295,4,recruiter,I have openings at Google for manager and sales,Inform about available job openings at Google,30.0,Sales,3.0,Beijing,Google
ji,96afe314-1d6e-11e9-a968-6c96cfdf0295,5,recruiter,I have no engineering jobs available,Clarify unavailability of engineering jobs,30.0,Sales,3.0,Beijing,Google
ji,96b38348-1d6e-11e9-adfb-6c96cfdf0295,0,recruiter,hello,Initiate conversation,40.0,Sales,3.0,Beijing,Amazon
ji,96b38348-1d6e-11e9-adfb-6c96cfdf0295,1,worker,Hello!,Respond to greeting,40.0,Sales,3.0,Beijing,Amazon
ji,96b38348-1d6e-11e9-adfb-6c96cfdf0295,2,recruiter,What are you looking for?,Inquire about worker's job preferences,40.0,Sales,3.0,Beijing,Amazon
ji,96b45ed0-1d6e-11e9-914f-6c96cfdf0295,0,worker,I have a background in sales .,To provide information about their professional background,30.0,Sales,3.0,Tokyo,Amazon
ji,96b45ed0-1d6e-11e9-914f-6c96cfdf0295,1,worker,I'd like to work at Google or Amazon,To express a desire to work at specific companies,30.0,Sales,3.0,Tokyo,Amazon
ji,96b45ed0-1d6e-11e9-914f-6c96cfdf0295,2,recruiter,neither position is very good,To express an opinion about the positions available,30.0,Sales,3.0,Tokyo,Amazon
ji,96b54034-1d6e-11e9-bfc1-6c96cfdf0295,0,recruiter,"Hi, would you be interested in becoming a engineer?",To gauge the worker's interest in an engineering position,43.0,Engineer,3.0,Beijing,Amazon
ji,96b54034-1d6e-11e9-bfc1-6c96cfdf0295,1,worker,Definitely! I have a lot of experience in the field and will work hard for your company. I am looking for a salary of $45/hour.,To express interest in the job and communicate salary expectations,43.0,Engineer,3.0,Beijing,Amazon
ji,96b54034-1d6e-11e9-bfc1-6c96cfdf0295,2,recruiter,Would you be interested in working in Seoul?,To inquire about the worker's willingness to relocate to Seoul,43.0,Engineer,3.0,Beijing,Amazon
ji,96b6210c-1d6e-11e9-a0e0-6c96cfdf0295,0,worker,hello,greet the recruiter,35.0,Engineer,5.0,Seoul,Apple
ji,96b6210c-1d6e-11e9-a0e0-6c96cfdf0295,1,recruiter,hi,acknowledge the greeting,35.0,Engineer,5.0,Seoul,Apple
ji,96b714fe-1d6e-11e9-b3cd-6c96cfdf0295,0,worker,hello!,Initiate conversation,22.0,Engineer,5.0,Seoul,Google
ji,96b714fe-1d6e-11e9-b3cd-6c96cfdf0295,1,recruiter,Hello,Acknowledge greeting,22.0,Engineer,5.0,Seoul,Google
ji,96b714fe-1d6e-11e9-b3cd-6c96cfdf0295,2,worker,do you have any google jobs avaiable,Inquire about job availability at Google,22.0,Engineer,5.0,Seoul,Google
ji,96b9d234-1d6e-11e9-a42c-6c96cfdf0295,0,worker,Hello,Initiate conversation,40.0,Designer,4.0,Sydney,Apple
ji,96b9d234-1d6e-11e9-a42c-6c96cfdf0295,1,worker,I would like to bring my experience to your team,Express desire to join the team,40.0,Designer,4.0,Sydney,Apple
ji,96b9d234-1d6e-11e9-a42c-6c96cfdf0295,2,recruiter,"Hello, looking to fill positions at Google.",Inform about available positions,40.0,Designer,4.0,Sydney,Apple
ji,96b9d234-1d6e-11e9-a42c-6c96cfdf0295,3,worker,I excel at Manager and Sales,Highlight relevant skills,40.0,Designer,4.0,Sydney,Apple
ji,96b9d234-1d6e-11e9-a42c-6c96cfdf0295,4,worker,Could I work at Google as a Manager?,Inquire about specific job opportunity,40.0,Designer,4.0,Sydney,Apple
ji,96b9d234-1d6e-11e9-a42c-6c96cfdf0295,5,recruiter,Interested in a designer position at all?,Probe interest in a different position,40.0,Designer,4.0,Sydney,Apple
ji,96b9d234-1d6e-11e9-a42c-6c96cfdf0295,6,worker,"No, not really",Express disinterest in the suggested position,40.0,Designer,4.0,Sydney,Apple
ji,96bbaa98-1d6e-11e9-88b4-6c96cfdf0295,0,worker,hi,greet the recruiter,40.0,Designer,4.0,Beijing,Google
ji,96bbaa98-1d6e-11e9-88b4-6c96cfdf0295,1,recruiter,hi,greet the worker,40.0,Designer,4.0,Beijing,Google
ji,96bc888a-1d6e-11e9-95ff-6c96cfdf0295,0,recruiter,hi,greet the worker,25.0,Manager,3.0,Beijing,Apple
ji,96bc888a-1d6e-11e9-95ff-6c96cfdf0295,1,worker,hi,respond to the greeting,25.0,Manager,3.0,Beijing,Apple
ji,96bd7274-1d6e-11e9-af99-6c96cfdf0295,0,worker,"HELLO LOOKING FOR A JOB, WHAT DO YOU HAVE TO OFFER?",Expressing interest in finding a job and inquiring about available opportunities,37.0,Sales,3.0,Beijing,Amazon
ji,96bd7274-1d6e-11e9-af99-6c96cfdf0295,1,recruiter,NOTHING IN FACEBOOK,Informing the worker that there are no job opportunities at Facebook,37.0,Sales,3.0,Beijing,Amazon
ji,96bd7274-1d6e-11e9-af99-6c96cfdf0295,2,recruiter,ONLY IN BEIJING,Providing information that opportunities are available only in Beijing,37.0,Sales,3.0,Beijing,Amazon
ji,96bffdc6-1d6e-11e9-9da5-6c96cfdf0295,0,recruiter,Hello,Initiate conversation,30.0,Designer,4.0,Seoul,Apple
ji,96bffdc6-1d6e-11e9-9da5-6c96cfdf0295,1,worker,Hello,Respond to greeting,30.0,Designer,4.0,Seoul,Apple
ji,96bffdc6-1d6e-11e9-9da5-6c96cfdf0295,2,worker,I'm really interested in facebook,Express interest in working at Facebook,30.0,Designer,4.0,Seoul,Apple
ji,96bffdc6-1d6e-11e9-9da5-6c96cfdf0295,3,worker,manager or designer would be my top,Specify preferred roles at Facebook,30.0,Designer,4.0,Seoul,Apple
ji,96bffdc6-1d6e-11e9-9da5-6c96cfdf0295,4,recruiter,I have a designer position at Google,Offer a designer position at Google,30.0,Designer,4.0,Seoul,Apple
ji,96bffdc6-1d6e-11e9-9da5-6c96cfdf0295,5,worker,That would be alright. Facebook sales would be better,Express preference for a sales position at Facebook but show openness to other options,30.0,Designer,4.0,Seoul,Apple
ji,96c1c0ac-1d6e-11e9-a11a-6c96cfdf0295,0,worker,hi,Initiate conversation,31.0,Manager,3.0,Beijing,Amazon
ji,96c1c0ac-1d6e-11e9-a11a-6c96cfdf0295,1,worker,need job in beijing,Express desire to find a job in Beijing,31.0,Manager,3.0,Beijing,Amazon
ji,96c1c0ac-1d6e-11e9-a11a-6c96cfdf0295,2,worker,manager at google or amazon,Specify preferred job positions at Google or Amazon,31.0,Manager,3.0,Beijing,Amazon
ji,96c36f06-1d6e-11e9-9674-6c96cfdf0295,0,recruiter,Hello.,Initiate conversation,30.0,Sales,4.0,Sydney,Apple
ji,96c36f06-1d6e-11e9-9674-6c96cfdf0295,1,worker,"Hello, I'm looking for a position at apple, preferably manager, designer, or sales",Express desire to find a job at Apple in specific roles,30.0,Sales,4.0,Sydney,Apple
ji,96c61758-1d6e-11e9-90cc-6c96cfdf0295,0,recruiter,Hello,To initiate the conversation,46.0,Designer,2.0,Beijing,Apple
ji,96c61758-1d6e-11e9-90cc-6c96cfdf0295,1,recruiter,"I would like to hire you. Could you work for us as a Google Designer, Facebook Manager, or Apple Engineer? We also have openings in Apple for Designer",To offer job opportunities and gauge interest,46.0,Designer,2.0,Beijing,Apple
ji,96c61758-1d6e-11e9-90cc-6c96cfdf0295,2,worker,hello I am looking for a job,To express interest in finding a job,46.0,Designer,2.0,Beijing,Apple
ji,96c61758-1d6e-11e9-90cc-6c96cfdf0295,3,recruiter,Hi,To acknowledge the worker's interest,46.0,Designer,2.0,Beijing,Apple
ji,96c61758-1d6e-11e9-90cc-6c96cfdf0295,4,recruiter,Let me know what job you're looking for,To inquire about the worker's job preferences,46.0,Designer,2.0,Beijing,Apple
ji,96c61758-1d6e-11e9-90cc-6c96cfdf0295,5,worker,I really like apple,To express a preference for working with Apple,46.0,Designer,2.0,Beijing,Apple
ji,96c61758-1d6e-11e9-90cc-6c96cfdf0295,6,recruiter,OK,To acknowledge the worker's preference,46.0,Designer,2.0,Beijing,Apple
ji,96c61758-1d6e-11e9-90cc-6c96cfdf0295,7,recruiter,"Apple Engineer, Apple Designer? Manager?",To clarify specific job roles available at Apple,46.0,Designer,2.0,Beijing,Apple
ji,96c7003a-1d6e-11e9-9613-6c96cfdf0295,0,recruiter,Looking for a manager at Amazon or Google.,To express the desire to find a managerial candidate for Amazon or Google,40.0,Manager,4.0,Beijing,Amazon
ji,96c7003a-1d6e-11e9-9613-6c96cfdf0295,1,recruiter,Or Facebook,To expand the options by including Facebook as a potential employer,40.0,Manager,4.0,Beijing,Amazon
ji,96c81acc-1d6e-11e9-b9d9-6c96cfdf0295,0,worker,hello,greet the recruiter,20.0,Designer,2.0,Seoul,Google
ji,96c81acc-1d6e-11e9-b9d9-6c96cfdf0295,1,recruiter,hello,greet the worker,20.0,Designer,2.0,Seoul,Google
ji,96c81acc-1d6e-11e9-b9d9-6c96cfdf0295,2,worker,need a job in seoul,express desire to find a job in Seoul,20.0,Designer,2.0,Seoul,Google
ji,96c8ff34-1d6e-11e9-b17e-6c96cfdf0295,0,worker,Hi there I'm looking for a job in sydney,Expressing a desire to find a job in Sydney,35.0,Designer,4.0,Sydney,Apple
ji,96c8ff34-1d6e-11e9-b17e-6c96cfdf0295,1,recruiter,hello,Acknowledging the worker's greeting,35.0,Designer,4.0,Sydney,Apple
ji,96c9ead4-1d6e-11e9-8129-6c96cfdf0295,0,recruiter,hello,Initiate conversation,43.0,Designer,3.0,Tokyo,Facebook
ji,96c9ead4-1d6e-11e9-8129-6c96cfdf0295,1,worker,Hi there,Respond to greeting,43.0,Designer,3.0,Tokyo,Facebook
ji,96c9ead4-1d6e-11e9-8129-6c96cfdf0295,2,recruiter,looking for people for tokyo,Inform about job opportunities in Tokyo,43.0,Designer,3.0,Tokyo,Facebook
ji,96caed80-1d6e-11e9-825c-6c96cfdf0295,0,worker,Hello,Initiate conversation,42.0,Sales,4.0,Tokyo,Apple
ji,96caed80-1d6e-11e9-825c-6c96cfdf0295,1,recruiter,hi!,Respond to greeting,42.0,Sales,4.0,Tokyo,Apple
ji,96caed80-1d6e-11e9-825c-6c96cfdf0295,2,recruiter,what are you hoping to get?,Inquire about worker's job preferences,42.0,Sales,4.0,Tokyo,Apple
ji,96caed80-1d6e-11e9-825c-6c96cfdf0295,3,worker,Could you hire me at Facebook as a Manager?,Express desire to be hired at Facebook as a Manager,42.0,Sales,4.0,Tokyo,Apple
ji,96caed80-1d6e-11e9-825c-6c96cfdf0295,4,worker,I could work for Apple too,Indicate openness to work at Apple,42.0,Sales,4.0,Tokyo,Apple
ji,96cbebe2-1d6e-11e9-bc0d-6c96cfdf0295,0,worker,"Hello, Tokyo or Bejing?",To inquire about job location preferences.,28.0,Designer,5.0,Beijing,Google
ji,96cbebe2-1d6e-11e9-bc0d-6c96cfdf0295,1,recruiter,Can I offer you a designer job with Google,To offer a job position at Google.,28.0,Designer,5.0,Beijing,Google
ji,96cbebe2-1d6e-11e9-bc0d-6c96cfdf0295,2,worker,Apple?,To express interest in a job at Apple.,28.0,Designer,5.0,Beijing,Google
ji,96cbebe2-1d6e-11e9-bc0d-6c96cfdf0295,3,recruiter,Facebook?,To suggest a job opportunity at Facebook.,28.0,Designer,5.0,Beijing,Google
ji,96cbebe2-1d6e-11e9-bc0d-6c96cfdf0295,4,worker,Both bad for me,To express disinterest in both Google and Facebook.,28.0,Designer,5.0,Beijing,Google
ji,96cbebe2-1d6e-11e9-bc0d-6c96cfdf0295,5,recruiter,Engineer at Facebook?,To propose an engineering position at Facebook.,28.0,Designer,5.0,Beijing,Google
ji,96cbebe2-1d6e-11e9-bc0d-6c96cfdf0295,6,worker,How about manager at google?,To inquire about a managerial position at Google.,28.0,Designer,5.0,Beijing,Google
ji,96cccb1e-1d6e-11e9-8eb5-6c96cfdf0295,0,worker,hello,greet the recruiter,26.0,Manager,6.0,Tokyo,Amazon
ji,96cccb1e-1d6e-11e9-8eb5-6c96cfdf0295,1,recruiter,hi,acknowledge the greeting,26.0,Manager,6.0,Tokyo,Amazon
ji,96cda9da-1d6e-11e9-bb69-6c96cfdf0295,0,recruiter,Hello,Initiate conversation,30.0,Engineer,5.0,Beijing,Google
ji,96cda9da-1d6e-11e9-bb69-6c96cfdf0295,1,worker,Hello!,Respond to greeting,30.0,Engineer,5.0,Beijing,Google
ji,96cda9da-1d6e-11e9-bb69-6c96cfdf0295,2,worker,Looking for a designer job.,Express desire to find a designer job,30.0,Engineer,5.0,Beijing,Google
ji,96ce9d90-1d6e-11e9-8958-6c96cfdf0295,0,recruiter,hello!,Initiate conversation,45.0,Designer,4.0,Tokyo,Amazon
ji,96ce9d90-1d6e-11e9-8958-6c96cfdf0295,1,worker,hello,Respond to greeting,45.0,Designer,4.0,Tokyo,Amazon
ji,96ce9d90-1d6e-11e9-8958-6c96cfdf0295,2,recruiter,i have great spots open,Inform about job openings,45.0,Designer,4.0,Tokyo,Amazon
ji,96ce9d90-1d6e-11e9-8958-6c96cfdf0295,3,recruiter,amazon design or sales,Specify available positions at Amazon,45.0,Designer,4.0,Tokyo,Amazon
ji,96ce9d90-1d6e-11e9-8958-6c96cfdf0295,4,recruiter,apple design or sales,Specify available positions at Apple,45.0,Designer,4.0,Tokyo,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,0,worker,Hi,Initiate conversation,27.0,Engineer,3.0,Sydney,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,1,recruiter,Hello,Respond to greeting,27.0,Engineer,3.0,Sydney,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,2,worker,"I would like to work for either Amazon or Facebook, please",Express desire to work for specific companies,27.0,Engineer,3.0,Sydney,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,3,recruiter,I have engineering positions open at Facebook and Apple,Inform about available positions,27.0,Engineer,3.0,Sydney,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,4,worker,"Those do not interest me very much, I'm sorry to report",Express disinterest in offered positions,27.0,Engineer,3.0,Sydney,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,5,recruiter,I can do an Engineer at Facebook then,Offer a specific position at Facebook,27.0,Engineer,3.0,Sydney,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,6,worker,Do you have other positions open?,Inquire about other available positions,27.0,Engineer,3.0,Sydney,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,7,worker,Engineering is rather low for my worker profile,Express that engineering is not suitable for their profile,27.0,Engineer,3.0,Sydney,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,8,worker,Any positions at FB/Amazon at all?,Seek confirmation of any positions at specific companies,27.0,Engineer,3.0,Sydney,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,9,worker,besides engineering,Clarify interest in non-engineering positions,27.0,Engineer,3.0,Sydney,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,10,recruiter,Designer and Sales at Facebook might be a possibility,Suggest possible positions at Facebook,27.0,Engineer,3.0,Sydney,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,11,worker,Facebook Designer could work,Express interest in a specific position,27.0,Engineer,3.0,Sydney,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,12,worker,I think it's our best shot,Express belief that the position is the best option,27.0,Engineer,3.0,Sydney,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,13,recruiter,It would have to be in sydney though,Inform about the location requirement,27.0,Engineer,3.0,Sydney,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,14,worker,Sydney is OK,Express acceptance of the location,27.0,Engineer,3.0,Sydney,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,15,worker,"as far as importance, salary and holiday are even",State priorities regarding job aspects,27.0,Engineer,3.0,Sydney,Amazon
ji,96cfa5e6-1d6e-11e9-9a60-6c96cfdf0295,16,worker,"Most of my options are poor, so I'",Express dissatisfaction with current options,27.0,Engineer,3.0,Sydney,Amazon
ji,96d09bfe-1d6e-11e9-8f33-6c96cfdf0295,0,worker,hello!,Initiate conversation,20.0,Designer,5.0,Sydney,Amazon
ji,96d09bfe-1d6e-11e9-8f33-6c96cfdf0295,1,recruiter,"Hello, are you interested in a sales position at google or amazon?",Inquire about the worker's interest in job positions,20.0,Designer,5.0,Sydney,Amazon
ji,96d09bfe-1d6e-11e9-8f33-6c96cfdf0295,2,recruiter,"If not, we have an engineer postion at amazon, as well as a designer at apple",Provide additional job options to the worker,20.0,Designer,5.0,Sydney,Amazon
ji,96d09bfe-1d6e-11e9-8f33-6c96cfdf0295,3,worker,sales is pretty low for me,Express disinterest in a sales position,20.0,Designer,5.0,Sydney,Amazon
ji,96d09bfe-1d6e-11e9-8f33-6c96cfdf0295,4,worker,i can do amazon if need be but id need help with other things then,Show willingness to consider Amazon with conditions,20.0,Designer,5.0,Sydney,Amazon
ji,96d09bfe-1d6e-11e9-8f33-6c96cfdf0295,5,recruiter,"Sure, thing, let's talk engineer at amazon. What's important to you>",Agree to discuss the engineering position and inquire about worker's priorities,20.0,Designer,5.0,Sydney,Amazon
ji,96d09bfe-1d6e-11e9-8f33-6c96cfdf0295,6,worker,actually i read that wrong,Clarify a misunderstanding,20.0,Designer,5.0,Sydney,Amazon
ji,96d09bfe-1d6e-11e9-8f33-6c96cfdf0295,7,worker,i thought it was for sales,Explain the misunderstanding,20.0,Designer,5.0,Sydney,Amazon
ji,96d17a62-1d6e-11e9-b3cf-6c96cfdf0295,0,recruiter,hi,initiate conversation,35.0,Manager,4.0,Tokyo,Facebook
ji,96d17a62-1d6e-11e9-b3cf-6c96cfdf0295,1,worker,hi,acknowledge and reciprocate greeting,35.0,Manager,4.0,Tokyo,Facebook
ji,96d409f6-1d6e-11e9-8620-6c96cfdf0295,0,recruiter,Looking to fill designer or manager roles.,To inform the worker about the available roles.,31.0,Manager,4.0,Beijing,Amazon
